ISim log file
Running: C:\Users\sahil\Desktop\UCLAThings\2018-2019 Classes\Fall 2018\CS M152B\SJD\Lab0_2018\first_counter_tb_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb C:/Users/sahil/Desktop/UCLAThings/2018-2019 Classes/Fall 2018/CS M152B/SJD/Lab0_2018/first_counter_tb_isim_beh.wdb 
ISim P.20131013 (signature 0x7708f090)
----------------------------------------------------------------------
INFO:Security:51 - The XILINXD_LICENSE_FILE environment variable is not set.
INFO:Security:53 - The LM_LICENSE_FILE environment variable is not set.
INFO:Security:68a - user is sahil, on host SAHILLAPTOP.
WARNING:Security:43 - No license file was found in the standard Xilinx license directory.
WARNING:Security:44 - Since no license file was found,
       please run the Xilinx License Configuration Manager
       (xlcm or "Manage Xilinx Licenses")
       to assist in obtaining a license.
ERROR:Security:14 - No feature was available for 'ISIM'.

No such feature exists.
Feature:       ISIM
License path:  C:/.Xilinx;D:\Xilinx\14.7\ISE_DS\ISE\/data\*.lic;D:\Xilinx\14.7\ISE_DS\ISE\/coregen/core_licenses\Xilinx.lic;D:\Xilinx\14.7\ISE_DS\ISE\/coregen/core_licenses\XilinxFree.lic;
FLEXnet Licensing error:-5,357
For further information, refer to the FLEXnet Licensing documentation,
available at "www.flexerasoftware.com".
----------------------------------------------------------------------
WARNING: A full ISim License cannot be checked out due to the issues listed above. Please use Xilinx License Configuration Manager to fix these issues in order to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 1000 ns
Simulator is doing circuit initialization process.
time	 clk reset enable counter
Finished circuit initialization process.
0	 1 0 0 xxxx
514665	 0 0 1 0001
514670	 1 0 1 0001
514671	 1 0 1 0010
514675	 0 0 1 0010
514680	 1 0 1 0010
514685	 0 0 1 0010
514690	 1 0 1 0010
514695	 0 0 1 0010
514700	 1 0 1 0010
514705	 0 0 1 0010
514710	 1 0 1 0010
514715	 0 0 1 0010
514720	 1 0 1 0010
514725	 0 0 1 0010
514730	 1 0 1 0010
514731	 1 0 1 0011
514735	 0 0 1 0011
514740	 1 0 1 0011
514745	 0 0 1 0011
514750	 1 0 1 0011
514755	 0 0 1 0011
514760	 1 0 1 0011
514765	 0 0 1 0011
514770	 1 0 1 0011
514775	 0 0 1 0011
514780	 1 0 1 0011
514785	 0 0 1 0011
514790	 1 0 1 0011
514791	 1 0 1 0100
514795	 0 0 1 0100
514800	 1 0 1 0100
514805	 0 0 1 0100
514810	 1 0 1 0100
514815	 0 0 1 0100
514820	 1 0 1 0100
514825	 0 0 1 0100
514830	 1 0 1 0100
514835	 0 0 1 0100
514840	 1 0 1 0100
514845	 0 0 1 0100
514850	 1 0 1 0100
514851	 1 0 1 0101
514855	 0 0 1 0101
514860	 1 0 1 0101
514865	 0 0 1 0101
514870	 1 0 1 0101
514875	 0 0 1 0101
514880	 1 0 1 0101
514885	 0 0 1 0101
514890	 1 0 1 0101
514895	 0 0 1 0101
514900	 1 0 1 0101
514905	 0 0 1 0101
514910	 1 0 1 0101
514911	 1 0 1 0110
514915	 0 0 1 0110
514920	 1 0 1 0110
514925	 0 0 1 0110
514930	 1 0 1 0110
514935	 0 0 1 0110
514940	 1 0 1 0110
514945	 0 0 1 0110
514950	 1 0 1 0110
514955	 0 0 1 0110
514960	 1 0 1 0110
514965	 0 0 1 0110
514970	 1 0 1 0110
514971	 1 0 1 0111
514975	 0 0 1 0111
514980	 1 0 1 0111
514985	 0 0 1 0111
514990	 1 0 1 0111
514995	 0 0 1 0111
515000	 1 0 1 0111
515005	 0 0 1 0111
515010	 1 0 1 0111
515015	 0 0 1 0111
515020	 1 0 1 0111
515025	 0 0 1 0111
515030	 1 0 1 0111
515031	 1 0 1 1000
515035	 0 0 1 1000
515040	 1 0 1 1000
515045	 0 0 1 1000
515050	 1 0 1 1000
515055	 0 0 1 1000
515060	 1 0 1 1000
515065	 0 0 1 1000
515070	 1 0 1 1000
515075	 0 0 1 1000
515080	 1 0 1 1000
515085	 0 0 1 1000
515090	 1 0 1 1000
515091	 1 0 1 1001
515095	 0 0 1 1001
515100	 1 0 1 1001
515105	 0 0 1 1001
515110	 1 0 1 1001
515115	 0 0 1 1001
515120	 1 0 1 1001
515125	 0 0 1 1001
515130	 1 0 1 1001
515135	 0 0 1 1001
515140	 1 0 1 1001
515145	 0 0 1 1001
515150	 1 0 1 1001
515151	 1 0 1 1010
515155	 0 0 1 1010
515160	 1 0 1 1010
515165	 0 0 1 1010
515170	 1 0 1 1010
515175	 0 0 1 1010
515180	 1 0 1 1010
515185	 0 0 1 1010
515190	 1 0 1 1010
515195	 0 0 1 1010
515200	 1 0 1 1010
515205	 0 0 1 1010
515210	 1 0 1 1010
515211	 1 0 1 1011
515215	 0 0 1 1011
515220	 1 0 1 1011
515225	 0 0 1 1011
515230	 1 0 1 1011
515235	 0 0 1 1011
515240	 1 0 1 1011
515245	 0 0 1 1011
515250	 1 0 1 1011
515255	 0 0 1 1011
515260	 1 0 1 1011
515265	 0 0 1 1011
515270	 1 0 1 1011
515271	 1 0 1 1100
515275	 0 0 1 1100
515280	 1 0 1 1100
515285	 0 0 1 1100
515290	 1 0 1 1100
515295	 0 0 1 1100
515300	 1 0 1 1100
515305	 0 0 1 1100
515310	 1 0 1 1100
515315	 0 0 1 1100
515320	 1 0 1 1100
515325	 0 0 1 1100
515330	 1 0 1 1100
515331	 1 0 1 1101
515335	 0 0 1 1101
515340	 1 0 1 1101
515345	 0 0 1 1101
515350	 1 0 1 1101
515355	 0 0 1 1101
515360	 1 0 1 1101
515365	 0 0 1 1101
515370	 1 0 1 1101
515375	 0 0 1 1101
515380	 1 0 1 1101
515385	 0 0 1 1101
515390	 1 0 1 1101
515391	 1 0 1 1110
515395	 0 0 1 1110
515400	 1 0 1 1110
515405	 0 0 1 1110
515410	 1 0 1 1110
515415	 0 0 1 1110
515420	 1 0 1 1110
515425	 0 0 1 1110
515430	 1 0 1 1110
515435	 0 0 1 1110
515440	 1 0 1 1110
515445	 0 0 1 1110
515450	 1 0 1 1110
515451	 1 0 1 1111
515455	 0 0 1 1111
515460	 1 0 1 1111
515465	 0 0 1 1111
515470	 1 0 1 1111
515475	 0 0 1 1111
515480	 1 0 1 1111
515485	 0 0 1 1111
515490	 1 0 1 1111
515495	 0 0 1 1111
515500	 1 0 1 1111
515505	 0 0 1 1111
515510	 1 0 1 1111
515511	 1 0 1 0000
515515	 0 0 1 0000
515520	 1 0 1 0000
515525	 0 0 1 0000
515530	 1 0 1 0000
515535	 0 0 1 0000
515540	 1 0 1 0000
515545	 0 0 1 0000
515550	 1 0 1 0000
515555	 0 0 1 0000
515560	 1 0 1 0000
515565	 0 0 1 0000
515570	 1 0 1 0000
515571	 1 0 1 0001
515575	 0 0 1 0001
515580	 1 0 1 0001
515585	 0 0 1 0001
515590	 1 0 1 0001
515595	 0 0 1 0001
515600	 1 0 1 0001
515605	 0 0 1 0001
515610	 1 0 1 0001
515615	 0 0 1 0001
515620	 1 0 1 0001
515625	 0 0 1 0001
515630	 1 0 1 0001
515631	 1 0 1 0010
515635	 0 0 1 0010
515640	 1 0 1 0010
515645	 0 0 1 0010
515650	 1 0 1 0010
515655	 0 0 1 0010
515660	 1 0 1 0010
515665	 0 0 1 0010
515670	 1 0 1 0010
515675	 0 0 1 0010
515680	 1 0 1 0010
515685	 0 0 1 0010
515690	 1 0 1 0010
515691	 1 0 1 0011
515695	 0 0 1 0011
515700	 1 0 1 0011
515705	 0 0 1 0011
515710	 1 0 1 0011
515715	 0 0 1 0011
515720	 1 0 1 0011
515725	 0 0 1 0011
515730	 1 0 1 0011
515735	 0 0 1 0011
515740	 1 0 1 0011
515745	 0 0 1 0011
515750	 1 0 1 0011
515751	 1 0 1 0100
515755	 0 0 1 0100
515760	 1 0 1 0100
515765	 0 0 1 0100
515770	 1 0 1 0100
515775	 0 0 1 0100
515780	 1 0 1 0100
515785	 0 0 1 0100
515790	 1 0 1 0100
515795	 0 0 1 0100
515800	 1 0 1 0100
515805	 0 0 1 0100
515810	 1 0 1 0100
515811	 1 0 1 0101
515815	 0 0 1 0101
515820	 1 0 1 0101
515825	 0 0 1 0101
515830	 1 0 1 0101
515835	 0 0 1 0101
515840	 1 0 1 0101
515845	 0 0 1 0101
515850	 1 0 1 0101
515855	 0 0 1 0101
515860	 1 0 1 0101
515865	 0 0 1 0101
515870	 1 0 1 0101
515871	 1 0 1 0110
515875	 0 0 1 0110
515880	 1 0 1 0110
515885	 0 0 1 0110
515890	 1 0 1 0110
515895	 0 0 1 0110
515900	 1 0 1 0110
515905	 0 0 1 0110
515910	 1 0 1 0110
515915	 0 0 1 0110
515920	 1 0 1 0110
515925	 0 0 1 0110
515930	 1 0 1 0110
515931	 1 0 1 0111
515935	 0 0 1 0111
515940	 1 0 1 0111
515945	 0 0 1 0111
515950	 1 0 1 0111
515955	 0 0 1 0111
515960	 1 0 1 0111
515965	 0 0 1 0111
515970	 1 0 1 0111
515975	 0 0 1 0111
515980	 1 0 1 0111
515985	 0 0 1 0111
515990	 1 0 1 0111
515991	 1 0 1 1000
515995	 0 0 1 1000
516000	 1 0 1 1000
516005	 0 0 1 1000
516010	 1 0 1 1000
516015	 0 0 1 1000
516020	 1 0 1 1000
516025	 0 0 1 1000
516030	 1 0 1 1000
516035	 0 0 1 1000
516040	 1 0 1 1000
516045	 0 0 1 1000
516050	 1 0 1 1000
516051	 1 0 1 1001
516055	 0 0 1 1001
516060	 1 0 1 1001
516065	 0 0 1 1001
516070	 1 0 1 1001
516075	 0 0 1 1001
516080	 1 0 1 1001
516085	 0 0 1 1001
516090	 1 0 1 1001
516095	 0 0 1 1001
516100	 1 0 1 1001
516105	 0 0 1 1001
516110	 1 0 1 1001
516111	 1 0 1 1010
516115	 0 0 1 1010
516120	 1 0 1 1010
516125	 0 0 1 1010
516130	 1 0 1 1010
516135	 0 0 1 1010
516140	 1 0 1 1010
516145	 0 0 1 1010
516150	 1 0 1 1010
516155	 0 0 1 1010
516160	 1 0 1 1010
516165	 0 0 1 1010
516170	 1 0 1 1010
516171	 1 0 1 1011
516175	 0 0 1 1011
516180	 1 0 1 1011
516185	 0 0 1 1011
516190	 1 0 1 1011
516195	 0 0 1 1011
516200	 1 0 1 1011
516205	 0 0 1 1011
516210	 1 0 1 1011
516215	 0 0 1 1011
516220	 1 0 1 1011
516225	 0 0 1 1011
516230	 1 0 1 1011
516231	 1 0 1 1100
516235	 0 0 1 1100
516240	 1 0 1 1100
516245	 0 0 1 1100
516250	 1 0 1 1100
516255	 0 0 1 1100
516260	 1 0 1 1100
516265	 0 0 1 1100
516270	 1 0 1 1100
516275	 0 0 1 1100
516280	 1 0 1 1100
516285	 0 0 1 1100
516290	 1 0 1 1100
516291	 1 0 1 1101
516295	 0 0 1 1101
516300	 1 0 1 1101
516305	 0 0 1 1101
516310	 1 0 1 1101
516315	 0 0 1 1101
516320	 1 0 1 1101
516325	 0 0 1 1101
516330	 1 0 1 1101
516335	 0 0 1 1101
516340	 1 0 1 1101
516345	 0 0 1 1101
516350	 1 0 1 1101
516351	 1 0 1 1110
516355	 0 0 1 1110
516360	 1 0 1 1110
516365	 0 0 1 1110
516370	 1 0 1 1110
516375	 0 0 1 1110
516380	 1 0 1 1110
516385	 0 0 1 1110
516390	 1 0 1 1110
516395	 0 0 1 1110
516400	 1 0 1 1110
516405	 0 0 1 1110
516410	 1 0 1 1110
516411	 1 0 1 1111
516415	 0 0 1 1111
516420	 1 0 1 1111
516425	 0 0 1 1111
516430	 1 0 1 1111
516435	 0 0 1 1111
516440	 1 0 1 1111
516445	 0 0 1 1111
516450	 1 0 1 1111
516455	 0 0 1 1111
516460	 1 0 1 1111
516465	 0 0 1 1111
516470	 1 0 1 1111
516471	 1 0 1 0000
516475	 0 0 1 0000
516480	 1 0 1 0000
516485	 0 0 1 0000
516490	 1 0 1 0000
516495	 0 0 1 0000
516500	 1 0 1 0000
516505	 0 0 1 0000
516510	 1 0 1 0000
516515	 0 0 1 0000
516520	 1 0 1 0000
516525	 0 0 1 0000
516530	 1 0 1 0000
516531	 1 0 1 0001
516535	 0 0 1 0001
516540	 1 0 1 0001
516545	 0 0 1 0001
516550	 1 0 1 0001
516555	 0 0 1 0001
516560	 1 0 1 0001
516565	 0 0 1 0001
516570	 1 0 1 0001
516575	 0 0 1 0001
516580	 1 0 1 0001
516585	 0 0 1 0001
516590	 1 0 1 0001
516591	 1 0 1 0010
516595	 0 0 1 0010
516600	 1 0 1 0010
516605	 0 0 1 0010
516610	 1 0 1 0010
516615	 0 0 1 0010
516620	 1 0 1 0010
516625	 0 0 1 0010
516630	 1 0 1 0010
516635	 0 0 1 0010
516640	 1 0 1 0010
516645	 0 0 1 0010
516650	 1 0 1 0010
516651	 1 0 1 0011
516655	 0 0 1 0011
516660	 1 0 1 0011
516665	 0 0 1 0011
516670	 1 0 1 0011
516675	 0 0 1 0011
516680	 1 0 1 0011
516685	 0 0 1 0011
516690	 1 0 1 0011
516695	 0 0 1 0011
516700	 1 0 1 0011
516705	 0 0 1 0011
516710	 1 0 1 0011
516711	 1 0 1 0100
516715	 0 0 1 0100
516720	 1 0 1 0100
516725	 0 0 1 0100
516730	 1 0 1 0100
516735	 0 0 1 0100
516740	 1 0 1 0100
516745	 0 0 1 0100
516750	 1 0 1 0100
516755	 0 0 1 0100
516760	 1 0 1 0100
516765	 0 0 1 0100
516770	 1 0 1 0100
516771	 1 0 1 0101
516775	 0 0 1 0101
516780	 1 0 1 0101
516785	 0 0 1 0101
516790	 1 0 1 0101
516795	 0 0 1 0101
516800	 1 0 1 0101
516805	 0 0 1 0101
516810	 1 0 1 0101
516815	 0 0 1 0101
516820	 1 0 1 0101
516825	 0 0 1 0101
516830	 1 0 1 0101
516831	 1 0 1 0110
516835	 0 0 1 0110
516840	 1 0 1 0110
516845	 0 0 1 0110
516850	 1 0 1 0110
516855	 0 0 1 0110
516860	 1 0 1 0110
516865	 0 0 1 0110
516870	 1 0 1 0110
516875	 0 0 1 0110
516880	 1 0 1 0110
516885	 0 0 1 0110
516890	 1 0 1 0110
516891	 1 0 1 0111
516895	 0 0 1 0111
516900	 1 0 1 0111
516905	 0 0 1 0111
516910	 1 0 1 0111
516915	 0 0 1 0111
516920	 1 0 1 0111
516925	 0 0 1 0111
516930	 1 0 1 0111
516935	 0 0 1 0111
516940	 1 0 1 0111
516945	 0 0 1 0111
516950	 1 0 1 0111
516951	 1 0 1 1000
516955	 0 0 1 1000
516960	 1 0 1 1000
516965	 0 0 1 1000
516970	 1 0 1 1000
516975	 0 0 1 1000
516980	 1 0 1 1000
516985	 0 0 1 1000
516990	 1 0 1 1000
516995	 0 0 1 1000
517000	 1 0 1 1000
517005	 0 0 1 1000
517010	 1 0 1 1000
517011	 1 0 1 1001
517015	 0 0 1 1001
517020	 1 0 1 1001
517025	 0 0 1 1001
517030	 1 0 1 1001
517035	 0 0 1 1001
517040	 1 0 1 1001
517045	 0 0 1 1001
517050	 1 0 1 1001
517055	 0 0 1 1001
517060	 1 0 1 1001
517065	 0 0 1 1001
517070	 1 0 1 1001
517071	 1 0 1 1010
517075	 0 0 1 1010
517080	 1 0 1 1010
517085	 0 0 1 1010
517090	 1 0 1 1010
517095	 0 0 1 1010
517100	 1 0 1 1010
517105	 0 0 1 1010
517110	 1 0 1 1010
517115	 0 0 1 1010
517120	 1 0 1 1010
517125	 0 0 1 1010
517130	 1 0 1 1010
517131	 1 0 1 1011
517135	 0 0 1 1011
517140	 1 0 1 1011
517145	 0 0 1 1011
517150	 1 0 1 1011
517155	 0 0 1 1011
517160	 1 0 1 1011
517165	 0 0 1 1011
517170	 1 0 1 1011
517175	 0 0 1 1011
517180	 1 0 1 1011
517185	 0 0 1 1011
517190	 1 0 1 1011
517191	 1 0 1 1100
517195	 0 0 1 1100
517200	 1 0 1 1100
517205	 0 0 1 1100
517210	 1 0 1 1100
517215	 0 0 1 1100
517220	 1 0 1 1100
517225	 0 0 1 1100
517230	 1 0 1 1100
517235	 0 0 1 1100
517240	 1 0 1 1100
517245	 0 0 1 1100
517250	 1 0 1 1100
517251	 1 0 1 1101
517255	 0 0 1 1101
517260	 1 0 1 1101
517265	 0 0 1 1101
517270	 1 0 1 1101
517275	 0 0 1 1101
517280	 1 0 1 1101
517285	 0 0 1 1101
517290	 1 0 1 1101
517295	 0 0 1 1101
517300	 1 0 1 1101
517305	 0 0 1 1101
517310	 1 0 1 1101
517311	 1 0 1 1110
517315	 0 0 1 1110
517320	 1 0 1 1110
517325	 0 0 1 1110
517330	 1 0 1 1110
517335	 0 0 1 1110
517340	 1 0 1 1110
517345	 0 0 1 1110
517350	 1 0 1 1110
517355	 0 0 1 1110
517360	 1 0 1 1110
517365	 0 0 1 1110
517370	 1 0 1 1110
517371	 1 0 1 1111
517375	 0 0 1 1111
517380	 1 0 1 1111
517385	 0 0 1 1111
517390	 1 0 1 1111
517395	 0 0 1 1111
517400	 1 0 1 1111
517405	 0 0 1 1111
517410	 1 0 1 1111
517415	 0 0 1 1111
517420	 1 0 1 1111
517425	 0 0 1 1111
517430	 1 0 1 1111
517431	 1 0 1 0000
517435	 0 0 1 0000
517440	 1 0 1 0000
517445	 0 0 1 0000
517450	 1 0 1 0000
517455	 0 0 1 0000
517460	 1 0 1 0000
517465	 0 0 1 0000
517470	 1 0 1 0000
517475	 0 0 1 0000
517480	 1 0 1 0000
517485	 0 0 1 0000
517490	 1 0 1 0000
517491	 1 0 1 0001
517495	 0 0 1 0001
517500	 1 0 1 0001
517505	 0 0 1 0001
517510	 1 0 1 0001
517515	 0 0 1 0001
517520	 1 0 1 0001
517525	 0 0 1 0001
517530	 1 0 1 0001
517535	 0 0 1 0001
517540	 1 0 1 0001
517545	 0 0 1 0001
517550	 1 0 1 0001
517551	 1 0 1 0010
517555	 0 0 1 0010
517560	 1 0 1 0010
517565	 0 0 1 0010
517570	 1 0 1 0010
517575	 0 0 1 0010
517580	 1 0 1 0010
517585	 0 0 1 0010
517590	 1 0 1 0010
517595	 0 0 1 0010
517600	 1 0 1 0010
517605	 0 0 1 0010
517610	 1 0 1 0010
517611	 1 0 1 0011
517615	 0 0 1 0011
517620	 1 0 1 0011
517625	 0 0 1 0011
517630	 1 0 1 0011
517635	 0 0 1 0011
517640	 1 0 1 0011
517645	 0 0 1 0011
517650	 1 0 1 0011
517655	 0 0 1 0011
517660	 1 0 1 0011
517665	 0 0 1 0011
517670	 1 0 1 0011
517671	 1 0 1 0100
517675	 0 0 1 0100
517680	 1 0 1 0100
517685	 0 0 1 0100
517690	 1 0 1 0100
517695	 0 0 1 0100
517700	 1 0 1 0100
517705	 0 0 1 0100
517710	 1 0 1 0100
517715	 0 0 1 0100
517720	 1 0 1 0100
517725	 0 0 1 0100
517730	 1 0 1 0100
517731	 1 0 1 0101
517735	 0 0 1 0101
517740	 1 0 1 0101
517745	 0 0 1 0101
517750	 1 0 1 0101
517755	 0 0 1 0101
517760	 1 0 1 0101
517765	 0 0 1 0101
517770	 1 0 1 0101
517775	 0 0 1 0101
517780	 1 0 1 0101
517785	 0 0 1 0101
517790	 1 0 1 0101
517791	 1 0 1 0110
517795	 0 0 1 0110
517800	 1 0 1 0110
517805	 0 0 1 0110
517810	 1 0 1 0110
517815	 0 0 1 0110
517820	 1 0 1 0110
517825	 0 0 1 0110
517830	 1 0 1 0110
517835	 0 0 1 0110
517840	 1 0 1 0110
517845	 0 0 1 0110
517850	 1 0 1 0110
517851	 1 0 1 0111
517855	 0 0 1 0111
517860	 1 0 1 0111
517865	 0 0 1 0111
517870	 1 0 1 0111
517875	 0 0 1 0111
517880	 1 0 1 0111
517885	 0 0 1 0111
517890	 1 0 1 0111
517895	 0 0 1 0111
517900	 1 0 1 0111
517905	 0 0 1 0111
517910	 1 0 1 0111
517911	 1 0 1 1000
517915	 0 0 1 1000
517920	 1 0 1 1000
517925	 0 0 1 1000
517930	 1 0 1 1000
517935	 0 0 1 1000
517940	 1 0 1 1000
517945	 0 0 1 1000
517950	 1 0 1 1000
517955	 0 0 1 1000
517960	 1 0 1 1000
517965	 0 0 1 1000
517970	 1 0 1 1000
517971	 1 0 1 1001
517975	 0 0 1 1001
517980	 1 0 1 1001
517985	 0 0 1 1001
517990	 1 0 1 1001
517995	 0 0 1 1001
518000	 1 0 1 1001
518005	 0 0 1 1001
518010	 1 0 1 1001
518015	 0 0 1 1001
518020	 1 0 1 1001
518025	 0 0 1 1001
518030	 1 0 1 1001
518031	 1 0 1 1010
518035	 0 0 1 1010
518040	 1 0 1 1010
518045	 0 0 1 1010
518050	 1 0 1 1010
518055	 0 0 1 1010
518060	 1 0 1 1010
518065	 0 0 1 1010
518070	 1 0 1 1010
518075	 0 0 1 1010
518080	 1 0 1 1010
518085	 0 0 1 1010
518090	 1 0 1 1010
518091	 1 0 1 1011
518095	 0 0 1 1011
518100	 1 0 1 1011
518105	 0 0 1 1011
518110	 1 0 1 1011
518115	 0 0 1 1011
518120	 1 0 1 1011
518125	 0 0 1 1011
518130	 1 0 1 1011
518135	 0 0 1 1011
518140	 1 0 1 1011
518145	 0 0 1 1011
518150	 1 0 1 1011
518151	 1 0 1 1100
518155	 0 0 1 1100
518160	 1 0 1 1100
518165	 0 0 1 1100
518170	 1 0 1 1100
518175	 0 0 1 1100
518180	 1 0 1 1100
518185	 0 0 1 1100
518190	 1 0 1 1100
518195	 0 0 1 1100
518200	 1 0 1 1100
518205	 0 0 1 1100
518210	 1 0 1 1100
518211	 1 0 1 1101
518215	 0 0 1 1101
518220	 1 0 1 1101
518225	 0 0 1 1101
518230	 1 0 1 1101
518235	 0 0 1 1101
518240	 1 0 1 1101
518245	 0 0 1 1101
518250	 1 0 1 1101
518255	 0 0 1 1101
518260	 1 0 1 1101
518265	 0 0 1 1101
518270	 1 0 1 1101
518271	 1 0 1 1110
518275	 0 0 1 1110
518280	 1 0 1 1110
518285	 0 0 1 1110
518290	 1 0 1 1110
518295	 0 0 1 1110
518300	 1 0 1 1110
518305	 0 0 1 1110
518310	 1 0 1 1110
518315	 0 0 1 1110
518320	 1 0 1 1110
518325	 0 0 1 1110
518330	 1 0 1 1110
518331	 1 0 1 1111
518335	 0 0 1 1111
518340	 1 0 1 1111
518345	 0 0 1 1111
518350	 1 0 1 1111
518355	 0 0 1 1111
518360	 1 0 1 1111
518365	 0 0 1 1111
518370	 1 0 1 1111
518375	 0 0 1 1111
518380	 1 0 1 1111
518385	 0 0 1 1111
518390	 1 0 1 1111
518391	 1 0 1 0000
518395	 0 0 1 0000
518400	 1 0 1 0000
518405	 0 0 1 0000
518410	 1 0 1 0000
518415	 0 0 1 0000
518420	 1 0 1 0000
518425	 0 0 1 0000
518430	 1 0 1 0000
518435	 0 0 1 0000
518440	 1 0 1 0000
518445	 0 0 1 0000
518450	 1 0 1 0000
518451	 1 0 1 0001
518455	 0 0 1 0001
518460	 1 0 1 0001
518465	 0 0 1 0001
518470	 1 0 1 0001
518475	 0 0 1 0001
518480	 1 0 1 0001
518485	 0 0 1 0001
518490	 1 0 1 0001
518495	 0 0 1 0001
518500	 1 0 1 0001
518505	 0 0 1 0001
518510	 1 0 1 0001
518511	 1 0 1 0010
518515	 0 0 1 0010
518520	 1 0 1 0010
518525	 0 0 1 0010
518530	 1 0 1 0010
518535	 0 0 1 0010
518540	 1 0 1 0010
518545	 0 0 1 0010
518550	 1 0 1 0010
518555	 0 0 1 0010
518560	 1 0 1 0010
518565	 0 0 1 0010
518570	 1 0 1 0010
518571	 1 0 1 0011
518575	 0 0 1 0011
518580	 1 0 1 0011
518585	 0 0 1 0011
518590	 1 0 1 0011
518595	 0 0 1 0011
518600	 1 0 1 0011
518605	 0 0 1 0011
518610	 1 0 1 0011
518615	 0 0 1 0011
518620	 1 0 1 0011
518625	 0 0 1 0011
518630	 1 0 1 0011
518631	 1 0 1 0100
518635	 0 0 1 0100
518640	 1 0 1 0100
518645	 0 0 1 0100
518650	 1 0 1 0100
518655	 0 0 1 0100
518660	 1 0 1 0100
518665	 0 0 1 0100
518670	 1 0 1 0100
518675	 0 0 1 0100
518680	 1 0 1 0100
518685	 0 0 1 0100
518690	 1 0 1 0100
518691	 1 0 1 0101
518695	 0 0 1 0101
518700	 1 0 1 0101
518705	 0 0 1 0101
518710	 1 0 1 0101
518715	 0 0 1 0101
518720	 1 0 1 0101
518725	 0 0 1 0101
518730	 1 0 1 0101
518735	 0 0 1 0101
518740	 1 0 1 0101
518745	 0 0 1 0101
518750	 1 0 1 0101
518751	 1 0 1 0110
518755	 0 0 1 0110
518760	 1 0 1 0110
518765	 0 0 1 0110
518770	 1 0 1 0110
518775	 0 0 1 0110
518780	 1 0 1 0110
518785	 0 0 1 0110
518790	 1 0 1 0110
518795	 0 0 1 0110
518800	 1 0 1 0110
518805	 0 0 1 0110
518810	 1 0 1 0110
518811	 1 0 1 0111
518815	 0 0 1 0111
518820	 1 0 1 0111
518825	 0 0 1 0111
518830	 1 0 1 0111
518835	 0 0 1 0111
518840	 1 0 1 0111
518845	 0 0 1 0111
518850	 1 0 1 0111
518855	 0 0 1 0111
518860	 1 0 1 0111
518865	 0 0 1 0111
518870	 1 0 1 0111
518871	 1 0 1 1000
518875	 0 0 1 1000
518880	 1 0 1 1000
518885	 0 0 1 1000
518890	 1 0 1 1000
518895	 0 0 1 1000
518900	 1 0 1 1000
518905	 0 0 1 1000
518910	 1 0 1 1000
518915	 0 0 1 1000
518920	 1 0 1 1000
518925	 0 0 1 1000
518930	 1 0 1 1000
518931	 1 0 1 1001
518935	 0 0 1 1001
518940	 1 0 1 1001
518945	 0 0 1 1001
518950	 1 0 1 1001
518955	 0 0 1 1001
518960	 1 0 1 1001
518965	 0 0 1 1001
518970	 1 0 1 1001
518975	 0 0 1 1001
518980	 1 0 1 1001
518985	 0 0 1 1001
518990	 1 0 1 1001
518991	 1 0 1 1010
518995	 0 0 1 1010
519000	 1 0 1 1010
519005	 0 0 1 1010
519010	 1 0 1 1010
519015	 0 0 1 1010
519020	 1 0 1 1010
519025	 0 0 1 1010
519030	 1 0 1 1010
519035	 0 0 1 1010
519040	 1 0 1 1010
519045	 0 0 1 1010
519050	 1 0 1 1010
519051	 1 0 1 1011
519055	 0 0 1 1011
519060	 1 0 1 1011
519065	 0 0 1 1011
519070	 1 0 1 1011
519075	 0 0 1 1011
519080	 1 0 1 1011
519085	 0 0 1 1011
519090	 1 0 1 1011
519095	 0 0 1 1011
519100	 1 0 1 1011
519105	 0 0 1 1011
519110	 1 0 1 1011
519111	 1 0 1 1100
519115	 0 0 1 1100
519120	 1 0 1 1100
519125	 0 0 1 1100
519130	 1 0 1 1100
519135	 0 0 1 1100
519140	 1 0 1 1100
519145	 0 0 1 1100
519150	 1 0 1 1100
519155	 0 0 1 1100
519160	 1 0 1 1100
519165	 0 0 1 1100
519170	 1 0 1 1100
519171	 1 0 1 1101
519175	 0 0 1 1101
519180	 1 0 1 1101
519185	 0 0 1 1101
519190	 1 0 1 1101
519195	 0 0 1 1101
519200	 1 0 1 1101
519205	 0 0 1 1101
519210	 1 0 1 1101
519215	 0 0 1 1101
519220	 1 0 1 1101
519225	 0 0 1 1101
519230	 1 0 1 1101
519231	 1 0 1 1110
519235	 0 0 1 1110
519240	 1 0 1 1110
519245	 0 0 1 1110
519250	 1 0 1 1110
519255	 0 0 1 1110
519260	 1 0 1 1110
519265	 0 0 1 1110
519270	 1 0 1 1110
519275	 0 0 1 1110
519280	 1 0 1 1110
519285	 0 0 1 1110
519290	 1 0 1 1110
519291	 1 0 1 1111
519295	 0 0 1 1111
519300	 1 0 1 1111
519305	 0 0 1 1111
519310	 1 0 1 1111
519315	 0 0 1 1111
